Longitude,Latitude,Name,Country,Price,Room_Type,Review_Rating,Host_Name,No_Of_BedRooms,No_Of_BathRooms,No_Of_Beds
2.17579,41.379,Habitación doble en pleno barrio gótico,Spain,53.0,Private room,9.0,Daniela Carina,1.0,2.0,1.0
2.18038,41.38683,Cosy Loft in the Heart of Borne,Spain,70.0,Private room,8.0,Anna,1.0,1.0,2.0
2.21656,41.41263,Secret room2,Spain,20.0,Private room,8.0,Sergio,1.0,1.0,1.0
2.18066,41.39332,The Best point to Enjoy Barcelona,Spain,35.0,Private room,9.0,Leonor,1.0,1.0,2.0
2.1746,41.38634,Double room only for pet lovers!,Spain,65.0,Private room,10.0,Stephanie,1.0,1.0,1.0
2.21576,41.41612,El hogar de Gabi.,Spain,30.0,Private room,10.0,Gabriel,1.0,1.0,1.0
2.17668,41.3872,Lovely room in Born,Spain,45.0,Private room,10.0,Makka,1.0,1.5,1.0
2.16108,41.37541,Excellent room for 2 in Barcelona,Spain,50.0,Private room,9.0,Victor,1.0,2.0,1.0
2.17317,41.38848,SUNNY DELIGHT ❤ double bedroom + balcony,Spain,60.0,Private room,10.0,Roberto,1.0,1.0,1.0
2.2145,41.41214,Double room in Diagonal Mar.  Close to the beach.,Spain,65.0,Private room,9.0,Ana Cecilia,1.0,1.0,1.0
2.17466,41.3781,piso céntrico de Barcelona,Spain,32.0,Private room,9.0,Preet,1.0,1.0,1.0
2.17952,41.38427,Single Room with Balcony in Center,Spain,27.0,Private room,10.0,Vi,1.0,1.5,1.0
2.0978,41.33371,SINGLE ROOM NEAR THE AIRPORT,Spain,22.0,Private room,8.0,Montserrat,1.0,1.0,1.0
2.14869,41.39592,Nice room centr 6,Spain,35.0,Private room,9.0,Olí,1.0,1.0,1.0
2.145,41.37794,Room in shared apartment,Spain,25.0,Private room,9.0,Sergi,1.0,2.0,1.0
2.16621,41.38395,Big comfortable room in BCN city center,Spain,49.0,Private room,9.0,Nora,1.0,1.0,1.0
2.15698,41.38266,Lovely & cozy double room in the heart of BCN,Spain,53.0,Private room,9.0,Alfred,1.0,1.0,2.0
2.16097,41.41465,Sweet room near to parc güell,Spain,22.0,Private room,9.0,Lola,1.0,1.0,2.0
2.15555,41.39634,Best location double room,Spain,27.0,Private room,9.0,Cecilia,1.0,1.0,2.0
2.1818,41.38763,"Cosy and bright double room. El Born, Barcelona.",Spain,35.0,Private room,9.0,Pedro,1.0,1.0,1.0
2.17964,41.38919,habitacion 2 en el barrio del borne de  barcelona,Spain,36.0,Private room,8.0,Juan Ramon,1.0,1.0,1.0
2.17968,41.38982,habitacion 1 en el barrio del borne barcelona,Spain,36.0,Private room,8.0,Juan Ramon,1.0,1.0,1.0
2.18998,41.37773,Habitacion Hermosa. Beautiful room in Barceloneta,Spain,65.0,Private room,10.0,Trinidad,1.0,1.0,1.0
2.17685,41.38023,Quiet Private Room in Barcelona Gothic Quarter,Spain,45.0,Private room,9.0,Ferre,1.0,1.0,2.0
2.19166,41.37976,Habitación  Barrio Barceloneta,Spain,28.0,Private room,9.0,Karla,1.0,1.0,1.0
2.1493,41.38051,Home Sharing - Individual Room in Plaza España,Spain,16.0,Private room,9.0,Mercedes,1.0,1.0,1.0
2.15797,41.4057,Comfortable room in a house in the heart of Gràcia,Spain,45.0,Private room,9.0,Enric,1.0,1.0,1.0
2.16758,41.39706,Cheap Small Economic Room Shared Barthroom Center,Spain,45.0,Private room,9.0,Adriana De Bruc & Bruc,1.0,2.0,1.0
2.1648,41.38121,{{ SAGRADA FAMILIA }} Center ROOM *****,Spain,29.0,Private room,10.0,Carlos,1.0,1.5,1.0
2.16997,41.43171,Hab individual con terrazas y vistas a Barcelona,Spain,22.0,Private room,10.0,Claudio,1.0,1.0,1.0
2.15669,41.37672,SUPREME BALCONY DOUBLE ROOM,Spain,25.0,Private room,9.0,Monique & Igor,1.0,2.0,1.0
2.14395,41.38542,Habitación muy grande con vistas espectaculares.,Spain,90.0,Private room,10.0,Jaume,1.0,1.0,1.0
2.16219,41.39821,Cozy room in the center of Barcelona!!!,Spain,33.0,Private room,10.0,Biel,1.0,1.0,1.0
2.16585,41.37878,Dos habitaciones c/balcón centro BCN 3-5 people.,Spain,50.0,Private room,9.0,Elena,2.0,1.0,4.0
2.17458,41.37919,"Bright, Central Apartment with Traditional and Modern Design",Spain,88.0,Private room,10.0,Praxedes,2.0,1.0,2.0
2.20064,41.40262,Enrique's private room,Spain,60.0,Private room,10.0,Nilo Enrique,1.0,1.0,1.0
2.14487,41.37748,Beste Lage im Herzen Barcelonas Playa Espanya*****,Spain,45.0,Private room,9.0,Sven,3.0,2.0,4.0
2.16776,41.40431,Room in Barcelona Near Sagrada Familia,Spain,35.0,Private room,8.0,José,1.0,1.0,3.0
2.19544,41.38928,Double room with shared batroom with sea view,Spain,35.0,Private room,10.0,Cristina,1.0,1.0,1.0
2.17548,41.44656,Nashs house 2,Spain,19.0,Private room,9.0,Doreen,1.0,1.0,1.0
2.18031,41.38038,Double room for women in Gothic,Spain,45.0,Private room,8.0,Francesca,1.0,1.0,1.0
2.1495,41.39144,Quiet and bright room with balcony,Spain,24.0,Private room,7.0,Maria,1.0,2.0,1.0
2.16855,41.38049,In the center of Barcelona!!!,Spain,35.0,Private room,9.0,Mary Jean,1.0,1.0,1.0
2.15919,41.40759,Habitación en Gràcia-Barcelona muy bien comunicada,Spain,20.0,Private room,9.0,Marianne,1.0,1.0,1.0
2.16568,41.41114,Habitación amplia cerca de gracia  con armario,Spain,20.0,Private room,10.0,Xavi,1.0,1.0,1.0
2.18851,41.38118,Apartment- Private livingroom-kitchen-bathroom,Spain,95.0,Private room,9.0,Julian,1.0,1.0,2.0
2.17561,41.38786,"Beautiful Double interior room, Breakfast Included",Spain,89.0,Private room,10.0,Marc De Yurbban Passage,1.0,1.0,1.0
2.18253,41.41013,Habitación para dormir con cama de matrimonio,Spain,15.0,Private room,8.0,Xavier,1.0,1.0,1.0
2.15283,41.38402,Bonita y acogedora habitación,Spain,20.0,Private room,10.0,Julia,1.0,2.0,1.0
2.16156,41.37286,Amazing places. Love holidays. Barcelona.,Spain,50.0,Private room,9.0,Emile,1.0,1.0,1.0
2.15713,41.38538,Romantic room with amazing terrace in the center,Spain,51.0,Private room,10.0,Pia,1.0,1.0,2.0
2.1657,41.40467,"ATICO CON LAS MEJORES VISTAS DE BARCELONA UNICO,",Spain,95.0,Private room,10.0,Jhon,1.0,1.0,1.0
2.16864,41.37824,Loft 3,Spain,120.0,Private room,9.0,Cristian,1.0,1.0,1.0
2.21523,41.40802,"Double room, facing the sea. CCIB",Spain,32.0,Private room,10.0,Gloria,1.0,1.0,1.0
2.17499,41.37617,Very quite and bright room in Raval near Ramblas,Spain,34.0,Private room,10.0,Jesica,1.0,1.0,1.0
2.15353,41.40185,Habitación privada en Gràcia / metro Fontana L3,Spain,40.0,Private room,9.0,Gustavo,1.0,1.0,1.0
2.17194,41.39958,2 Habitaciones cómodas,Spain,45.0,Private room,10.0,Dolores,1.0,0.0,1.0
2.18902,41.38096,LOCATION! PVT Double BR w/Balcony across the BEACH,Spain,80.0,Private room,10.0,Noemi,1.0,1.0,1.0
2.16139,41.40477,sunny flat,Spain,100.0,Private room,9.0,Jana,1.0,1.0,1.0
2.13166,41.37284,"habitacion independiente, muy centrica",Spain,25.0,Private room,9.0,Esteban,1.0,1.0,2.0
2.16423,41.3808,Confortable  Room/center bcn w/prívate bathroom,Spain,40.0,Private room,10.0,Giuseppe,1.0,1.0,1.0
2.16462,41.37123,"piso bonito, muy centrico",Spain,60.0,Private room,10.0,Marina,2.0,1.0,2.0
2.16584,41.38316,Barcelona late desde el Raval.,Spain,22.0,Private room,9.0,Fanny,2.0,1.0,1.0
2.16663,41.40691,Nice room for city visitors,Spain,19.0,Private room,10.0,André,1.0,1.0,1.0
2.17705,41.38934,"Yurbban Suite Terrace, Breakfast Included",Spain,89.0,Private room,9.0,Marc De Yurbban Passage,1.0,1.0,1.0
2.17525,41.3776,STUDIO AT THE PRICE OF A ROOM,Spain,78.0,Private room,8.0,Fernando,1.0,1.0,1.0
2.15344,41.37972,Bedroom /City Center /Close touristc places,Spain,39.0,Private room,8.0,Enrique/Mathi,1.0,1.0,2.0
2.1434,41.36919,"Big bed, big room, near to plaza españa",Spain,35.0,Private room,9.0,Juan Pablo,1.0,1.0,1.0
2.14905,41.39667,Habitación cómoda con llave 5,Spain,30.0,Private room,10.0,Olí,1.0,1.0,1.0
2.16969,41.37351,Room with natural lighting,Spain,25.0,Private room,6.0,Jaime,1.0,1.0,2.0
2.17491,41.40634,Room for 2 people with  bathroom  Sagrada Familia,Spain,42.0,Private room,9.0,Evgeny,1.0,1.0,1.0
2.13286,41.36674,Triple Room with shared bathroom,Spain,40.0,Private room,10.0,Rameez,1.0,2.0,3.0
2.18388,41.41132,Not a big room in Barcelona,Spain,35.0,Private room,9.0,Tusia & Alex,1.0,1.5,1.0
2.15179,41.38118,Espaciosa habitación / spacious room,Spain,30.0,Private room,9.0,Malena,1.0,1.0,1.0
2.165,41.39923,Comfortable and quiet Room in Barcelona,Spain,35.0,Private room,6.0,Juan,1.0,0.0,1.0
2.20206,41.42322,Rooms in Barcelona (3 people=2 rooms),Spain,25.0,Private room,9.0,Gabriela,2.0,1.0,3.0
2.18541,41.38394,BCN11# Double room with bathroom A/C,Spain,40.0,Private room,10.0,Cristina And Lorenzo,1.0,1.0,1.0
2.15861,41.37051,Cozy room near Montjuic and city center,Spain,16.0,Private room,9.0,Danyusha,1.0,1.0,1.0
2.14671,41.37972,Excelente apartamento con perfecta ubicación..,Spain,30.0,Private room,9.0,Amaury,1.0,1.0,1.0
2.16764,41.38714,Pulitzer Extra- Read all about our experiences!,Spain,150.0,Private room,9.0,Regina,1.0,1.0,2.0
2.17976,41.40151,Cozy Room (Girls only) Quiet area/Sagrada Familia,Spain,30.0,Private room,10.0,Jo,0.0,1.0,1.0
2.12242,41.37846,Private room with sunny terrace of 200m2. 6,Spain,10.0,Private room,9.0,Salvatore,1.0,3.0,1.0
2.14567,41.37467,Room&Yard... Pl. España,Spain,38.0,Private room,9.0,Gina,1.0,1.0,1.0
2.16545,41.38328,Lovely en-suite bedroom in city center,Spain,69.0,Private room,9.0,Louis,1.0,1.0,1.0
2.15743,41.38023,★Exterior y céntrica★St Antoni A 2 min del Aerobus,Spain,35.0,Private room,9.0,Jose,1.0,1.0,2.0
2.1867,41.392,Cómoda habitación individual + baño privado,Spain,27.0,Private room,9.0,Igor,1.0,3.0,1.0
2.17991,41.38497,Amazing vintage art Work space in old city center,Spain,180.0,Private room,9.0,Josie,1.0,2.0,1.0
2.165,41.38294,THE MOST CENTRAL LOCATION OF THE City! PL1,Spain,65.0,Private room,7.0,Cristinaa,1.0,2.0,2.0
2.17075,41.37559,"Near the RAMBLA, the double room at  SEASIDE PORT1",Spain,10.0,Private room,9.0,Tina,1.0,2.0,1.0
2.16607,41.3784,Air conditioned room,Spain,42.0,Private room,9.0,Alexis,1.0,1.0,1.0
2.17463,41.39844,HABITACION DOBLE DI,Spain,30.0,Private room,6.0,Mark,1.0,2.0,1.0
2.19404,41.40767,Charming room near Glories,Spain,100.0,Private room,9.0,Ileana,1.0,1.0,1.0
2.10189,41.37747,Habitación Luminosa y tranquila ambiente familiar.,Spain,35.0,Private room,9.0,Adriano,0.0,1.0,1.0
2.16459,41.38401,PRIVATE ROOM NEAR CITY CENTER,Spain,35.0,Private room,9.0,Lina,1.0,1.0,1.0
2.14959,41.38251,Beautiful room for three!!,Spain,75.0,Private room,9.0,Christina,1.0,1.0,2.0
2.16816,41.38622,"Room w' priv bathroom, breakfast in best location!",Spain,50.0,Private room,10.0,Manuela,1.0,1.0,3.0
2.18568,41.41067,My house is your house - goodvibes only (balcony),Spain,59.0,Private room,9.0,Ash And Nani,1.0,1.0,2.0
2.15104,41.38667,Room “Elegance” in Barcelona centrum.,Spain,55.0,Private room,9.0,Nerea,0.0,1.0,1.0
2.1894,41.45179,"Cozy room in Trinitat Vella, 15 min center BCN",Spain,25.0,Private room,10.0,Monica,1.0,1.0,2.0
2.19137,41.37849,Precioso apartamento en primera linea del mar!,Spain,37.0,Private room,9.0,Justyna,2.0,1.0,2.0
2.1621,41.38468,Super Central Double Room & Free Breakfast (A),Spain,25.0,Private room,9.0,Maria,1.0,2.0,1.0
2.16954,41.37754,SUPER Central location!!! P3,Spain,60.0,Private room,9.0,Cristinaa,1.0,2.0,3.0
2.16684,41.38197,RAMBLAS AREA NEAR THE BEACH!! L,Spain,80.0,Private room,9.0,Baquis Y Josito,1.0,1.0,3.0
2.15547,41.38736,Private terrace and bathroom & WiFi,Spain,57.0,Private room,10.0,Katja,1.0,1.0,2.0
2.1848,41.38359,2#Double Suite with bathroom A/C,Spain,50.0,Private room,10.0,Cristina And Lorenzo,1.0,1.0,1.0
2.19072,41.39212,Habitacion cerca a la playa room by the beach,Spain,23.0,Private room,9.0,Cris,1.0,1.5,1.0
2.20658,41.4221,ALQUILER  HABITACIONES mir,Spain,16.0,Private room,8.0,Pilar,1.0,1.0,1.0
2.16741,41.37992,Double  room with private bathroom in center city,Spain,57.0,Private room,2.0,Yvan,1.0,1.0,1.0
2.18139,41.4012,"Room,  Bikes and views!  SGL-DBL",Spain,18.0,Private room,10.0,Jóse,1.0,1.5,1.0
2.16201,41.40202,"Private room in Gracia, Barcelona",Spain,30.0,Private room,8.0,Colette Marie,1.0,1.0,1.0
2.1678,41.3964,"Room @Eixample, 8 minutes walk from Passeig Gràcia",Spain,75.0,Private room,9.0,Nesli,1.0,1.0,1.0
2.17172,41.39197,Centre of Barcelona Room in penthouse with terrace,Spain,120.0,Private room,10.0,Neil,1.0,1.0,1.0
2.17168,41.38243,SUPER CENTRAL + BALCONY IN RAMBLAS !!!,Spain,30.0,Private room,9.0,Cristina Y Arturo,1.0,1.0,2.0
2.1833,41.42559,BED&BREAKFAST in the Attic / Room04,Spain,20.0,Private room,9.0,Laura,1.0,1.0,1.0
2.15749,41.40111,Quite flat in the heart of Gràcia,Spain,45.0,Private room,8.0,Eva,2.0,1.0,2.0
2.16448,41.40378,Cozy double room in a sunny flat,Spain,49.0,Private room,10.0,Gabriel,1.0,1.0,1.0
2.17153,41.37676,1 SingleRoom in Beautiful Flat Center,Spain,24.0,Private room,10.0,Peter,1.0,1.0,1.0
2.17338,41.38057,Large Room Boqueria,Spain,40.0,Private room,9.0,Easy,1.0,1.5,2.0
2.19256,41.43924,Quiet & Cozy,Spain,18.0,Private room,10.0,Rima,1.0,1.0,1.0
2.15686,41.3829,Habitación centro example,Spain,51.0,Private room,9.0,Rodolfo,1.0,1.0,1.0
2.17548,41.4438,"ESPECTACULAR Vista Con Terraza MONTAŃA, Luminoso",Spain,15.0,Private room,9.0,Juanpa,1.0,1.0,1.0
2.17491,41.38084,Plaza Real Room,Spain,85.0,Private room,10.0,Fernando,1.0,1.0,2.0
2.16813,41.40639,Room with private bathroom.,Spain,55.0,Private room,9.0,Mikel,1.0,1.0,1.0
2.17498,41.37804,Perfect Location! Suite Room 1 min from La Rambla,Spain,80.0,Private room,8.0,Aldo,1.0,1.0,1.0
2.15268,41.39029,Double 02 CasanovaRooms Barcelona,Spain,40.0,Private room,9.0,Pablo,1.0,2.0,1.0
2.18584,41.42925,6th floor very sunny flat,Spain,60.0,Private room,9.0,Adrian,1.0,1.0,1.0
2.17429,41.37949,Spacious apartment just by Las Ramblas,Spain,200.0,Private room,10.0,Carlotta,2.0,1.0,3.0
2.17544,41.38026,LOVELY AND CENTRAL ROOM,Spain,85.0,Private room,9.0,Tony,1.0,1.0,2.0
2.19017,41.37572,Nice Bright Room by the Beach!,Spain,35.0,Private room,9.0,Ernesto & Sonia,1.0,1.0,1.0
2.14853,41.38583,Alquilamos habitacion,Spain,30.0,Private room,9.0,Pablo,1.0,2.0,2.0
2.12178,41.39184,Comfortable room in Pedralbes,Spain,80.0,Private room,9.0,Paula,1.0,2.0,1.0
2.17378,41.38047,Spanish family host U/private WC,Spain,60.0,Private room,10.0,María,2.0,1.0,3.0
2.13395,41.37575,GUESTROOM in BARCELONA/SANTS,Spain,30.0,Private room,10.0,Klaus & Omar,1.0,1.0,1.0
2.15468,41.39078,Beautiful room in Modernist House,Spain,55.0,Private room,9.0,Onofre,1.0,1.0,1.0
2.16065,41.37281,nice interior room at artistic place,Spain,26.0,Private room,9.0,Inma,1.0,1.0,1.0
2.1709,41.38069,Double Bedroom in shared Apt by Boqueria & Ramblas,Spain,55.0,Private room,9.0,Tizz,1.0,1.0,1.0
2.1996,41.4146,Habitación Individual,Spain,35.0,Private room,9.0,Javier,1.0,1.0,1.0
2.12781,41.37583,Apartaments special Benvenido !!,Spain,42.0,Private room,9.0,Ljupce,1.0,1.5,2.0
2.17147,41.37966,Individual room in city center,Spain,27.0,Private room,9.0,Darko,1.0,0.5,1.0
2.17781,41.38502,Bright Atico in Born with the perfect roof terrace,Spain,45.0,Private room,7.0,Skd,1.0,1.0,1.0
2.18174,41.42409,Comfortable and sunny double room,Spain,23.0,Private room,10.0,Karina,1.0,1.0,1.0
2.20689,41.41809,Habitación acogedora y soleada!!,Spain,35.0,Private room,9.0,Jesús,1.0,2.0,1.0
2.17542,41.4416,Prívate room with double bed,Spain,35.0,Private room,8.0,Virginia,1.0,1.0,1.0
2.18364,41.39125,Sunny and charming centric flat!!,Spain,48.0,Private room,9.0,Marcelo,1.0,1.0,1.0
2.15994,41.43654,Happy journey,Spain,35.0,Private room,8.0,Carmen,1.0,1.0,1.0
2.18166,41.40325,Habitacion individual para 1 person,Spain,15.0,Private room,9.0,Leyre,1.0,1.0,1.0
2.15838,41.39955,Double room in Gracia - Diagonal,Spain,40.0,Private room,9.0,Olivier,1.0,1.0,1.0
2.17744,41.38716,Artistic house in the center of BCN,Spain,27.0,Private room,9.0,Colador,1.0,1.5,1.0
2.20448,41.39857,Habitacion N#5  con baño privado,Spain,69.0,Private room,9.0,Paulo,1.0,1.0,4.0
2.17607,41.37914,2 chambres Pour 4 personnes,Spain,100.0,Private room,6.0,Rico,1.0,1.0,3.0
2.16676,41.40103,Flower Power Room,Spain,40.0,Private room,9.0,Príncipe Jorge,1.0,2.0,1.0
2.17326,41.38807,DOUBLE ROOM attached to the CATALUÑA Square,Spain,45.0,Private room,9.0,Lucia,1.0,1.0,1.0
2.17833,41.41507,LITERA 2 PERSONAS,Spain,45.0,Private room,8.0,Leonor,1.0,1.0,2.0
2.14039,41.37357,Habitación privada,Spain,12.0,Private room,10.0,Gabriel,1.0,2.0,1.0
2.20914,41.40227,2BLE ROOM W. PRIVATE BATHROOM BCN,Spain,60.0,Private room,9.0,Xavier,1.0,1.0,2.0
2.17872,41.39476,IDEAL! HABITACIÓN DOBLE CON BALCÓN,Spain,40.0,Private room,10.0,Adrian,1.0,1.0,1.0
2.16726,41.39726,la sagrada familia Terrace,Spain,49.0,Private room,9.0,Blanca,1.0,2.0,2.0
2.16888,41.40585,La Sagrada Familia (and metro) 4 blocks!,Spain,15.0,Private room,9.0,Julián,1.0,0.0,2.0
